Year,Quarter,Month,Day,Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Aboard,Fatalities (air),Ground,Casualties
1946,Qtr 4,December,24,1946-12-24,California,Douglas,Douglas Dc 3 ( C,Near San Diego California,Airlines Western,12,12,0,12
1973,Qtr 3,August,28,1973-08-28,California,Boeing,Boeing B 707,Thirty-Five Miles West Of Los Angeles California,Airlines World Trans,149,1,0,1
1955,Qtr 3,September,8,1955-09-08,California,Douglas,Douglas Dc 3N74663,Burbank California,Transport Air Currey,33,2,1,3
1932,Qtr 1,March,19,1932-03-19,California,Fokker,Fokker F 10Anc652E,Calimesa California,Airways American,7,7,0,7
1974,Qtr 1,March,13,1974-03-13,California,Convair,Convair Cv 440N4819C,Bishop California,Airlines Pacific Sierra,36,36,0,36
1954,Qtr 1,January,13,1954-01-13,California,F,F  88 Sabre Jet,Signal Hill California,Force Air U.S. - Military,1,1,6,7
1940,Qtr 2,June,2,1940-06-02,California,Douglas,Douglas Dc 5,El Segundo California,Company Aircraft Douglas,5,5,0,5
2013,Qtr 3,July,6,2013-07-06,California,Boeing,Boeing B 777,San Francisco California,Airlines Asiana,307,3,0,3
1945,Qtr 1,January,10,1945-01-10,California,Douglas,Douglas Dc 3Nc25684,Burbank California,Airlines American,24,24,0,24
1950,Qtr 3,August,5,1950-08-05,California,Boeing,Boeing B 29Mr46,Near Fairfield California,Force Air U.S. - Military,20,12,7,19
1985,Qtr 3,August,27,1985-08-27,California,Boeing,Boeing Kc 135A59,Beale Afb California,Force Air U.S. - Military,7,7,0,7
1964,Qtr 4,October,27,1964-10-27,California,Douglas,Douglas A 3D Skywarrior,El Centro California,Navy Us - Military,3,3,6,9
1937,Qtr 1,February,9,1937-02-09,California,Douglas,Douglas Dc 3Anc16073,Off San Francisco California,Lines Air United,11,11,0,11
1951,Qtr 3,August,24,1951-08-24,California,Douglas,Douglas Dc 6Bn37550,Decoto California,Lines Air United,50,50,0,50
2003,Qtr 4,December,23,2003-12-23,California,Gates,Gates Learjet 24Bn600Xj,Helendale California,Pavair,2,2,0,2
1963,Qtr 4,December,17,1963-12-17,California,Douglas,Douglas Dc 6Bn93131,Los Angeles California,Airlines Western,46,0,0,0
1962,Qtr 4,December,14,1962-12-14,California,Lockheed,Lockheed 1049H Super Constellationn6913C,Burbank California,Line Tiger Flying,5,5,3,8
2006,Qtr 4,December,10,2006-12-10,California,Bell,Bell 412N410Ma,Cajon Pass California,Services Air Mercy - Ambulance Air,3,3,0,3
1936,Qtr 4,December,27,1936-12-27,California,Boeing,Boeing 247Dnc13355,Newhall California,Lines Air United,12,12,0,12
1937,Qtr 1,January,12,1937-01-12,California,Boeing,Boeing 247Dnc13315,Near Newhall California,Express Air Western,13,5,0,5
2004,Qtr 4,October,24,2004-10-24,California,Learjet,Learjet 35An30Dk,San Diego California,Private - Ambulance Air Flight Med,5,5,0,5
1984,Qtr 3,August,24,1984-08-24,California,Beechcraft,Beechcraft C99 / Rockwell 112Tcn6399U/N112Sm,San Luis Obispo California,Private / Airlines West Wings,17,17,0,17
1944,Qtr 4,December,1,1944-12-01,California,Douglas,Douglas Dc 3Nc17322,Van Nuys California,Air Western And Continental Trans,17,9,0,9
1931,Qtr 2,May,5,1931-05-05,California,Boeing,Boeing 40Nc5390,Burbank California,Transport Air Pacific,2,2,0,2
1931,Qtr 3,September,16,1931-09-16,California,Boeing,Boeing 40Nc10347,Oakland California,Transport Air Pacific,4,4,0,4
1951,Qtr 3,September,12,1951-09-12,California,Boeing,Boeing 377 Stratocruiser 10 34N31230,Off Redwood City California,Lines Air United,3,3,0,3
1930,Qtr 1,January,19,1930-01-19,California,Ford,Ford 5 At,Oceanside California,Airlines Maddux,16,16,0,16
1964,Qtr 2,May,7,1964-05-07,California,Fairchild,Fairchild F 27An2770R,San Ramon California,Lines Air Pacific,44,44,0,44
1981,Qtr 1,February,22,1981-02-22,California,Sirkorsky,Sikorsky S 62An324Y,Avalon California,Taxi Air - Helicopter,8,2,0,2
1935,Qtr 3,September,1,1935-09-01,California,Boeing,Boeing 247Nc13314,Burbank California,Express Air Western,3,3,0,3
2021,Qtr 4,December,27,2021-12-27,California,Learjet,Learjet 35An880Z,El Cajon California,Jet Med,4,4,0,4
1938,Qtr 4,November,29,1938-11-29,California,Douglas,Douglas Dc 3 A,Off Point Reyes California,Lines Air United,7,5,0,5
1958,Qtr 1,February,1,1958-02-01,California,Douglas,Douglas C 118A / Lockheed P2V,Norwalk California,Navy U.S. - Military / Force Air  U.S. - Military,41,41,1,42
1959,Qtr 1,January,14,1959-01-14,California,Curtiss,Curtiss C 46Fn1240N,Panther Peak California,Freight Air California,2,2,0,2
1942,Qtr 4,October,23,1942-10-23,California,Douglas,Douglas Dc 3 / Lockheed B,Palm Springs California,Usaf - Military / Airlines American,13,12,0,12
1982,Qtr 3,July,23,1982-07-23,California,Bell,Bell Uh 1B Huey Helicoptern87701,Castaic California,Helicopter Western,1,0,3,3
2008,Qtr 3,August,5,2008-08-05,California,Sirkorsky,Sikorsky S 61Nn612Az,Near Junction City California,Department Fire City Junction,13,9,0,9
1930,Qtr 4,November,18,1930-11-18,California,Boeing,Boeing 40Nc5340,Techachapi Mountains California,Transport Air Pacific,3,3,0,3
1985,Qtr 1,February,19,1985-02-19,California,Boeing,Boeing B 747,300 Nm Nw Of San Francisco California,(Taiwan) Airlines China,274,0,0,0
1964,Qtr 4,December,24,1964-12-24,California,Lockheed,Lockheed L 1049H Super Constellationn6915C,Near San Francisco California,Line Tiger Flying,3,3,0,3
1930,Qtr 1,January,2,1930-01-02,California,N/A,N/A,Off Venice California?,N/A,10,10,0,10
1944,Qtr 4,November,4,1944-11-04,California,Douglas,Douglas Dc 3Nc28310,Hanford California,Air Western And Continental Trans,24,24,0,24
1963,Qtr 1,February,3,1963-02-03,California,Lockheed,Lockheed 1049H Super Constellationn9740Z,San Francisco California,Airways Slick,8,4,0,4
1945,Qtr 1,February,13,1945-02-13,California,Douglas,Douglas R4D 650765,Off Oakland California,Navy U.S. - Military,24,24,0,24
1957,Qtr 3,July,25,1957-07-25,California,Convair,Convair Cv 240N8405H,Daggett California,Airlines Western,16,1,0,1
1959,Qtr 4,October,26,1959-10-26,California,Douglas,Douglas C 47A,Santa Maria California,Lines Air Pacific,19,1,1,2
1943,Qtr 1,January,21,1943-01-21,California,Martin,Martin M 130 (Flying Boat)Nc14715,Ukiah California,Airways World American Pan,19,19,0,19
1933,Qtr 2,April,23,1933-04-23,Calabria,Cams,Cams 53 1F,Near Castrovillari Calabria,Italy Air Orient,8,5,0,5
1991,Qtr 1,March,16,1991-03-16,Caduncan,Hawker,Hawker  Siddeley Dh,San Diego Caduncan,Sales Aircraft,10,10,0,10
1976,Qtr 3,July,5,1976-07-05,Burma,Douglas,Douglas C 47,Daiku Burma,Force Air Burma - Military,17,17,0,17
1987,Qtr 2,June,21,1987-06-21,Burma,Fokker,Fokker F 27 Friendship 200Xy,Heho Burma,Airways Burma,45,45,0,45
1955,Qtr 3,September,2,1955-09-02,Burma,Douglas,Douglas Dc 3Xy,Lanywa Burma,Airways Burma Of (Myanmar)Union,12,12,0,12
1946,Qtr 3,July,25,1946-07-25,Burma,Douglas,Douglas C 47 Dakotakn585,Bassein Burma,Force Air -Royal Military,22,22,0,22
1972,Qtr 3,August,16,1972-08-16,Burma,Douglas,Douglas Dc 3 (C,Near Sandoway Burma,Airways Burma,31,26,0,26
1956,Qtr 3,August,8,1956-08-08,Burma,Douglas,Douglas Dc 3Xy,Thazi Burma,Airways Burma Of Union,22,12,0,12
1969,Qtr 2,May,23,1969-05-23,Burma,Douglas,Douglas C 47Xy,Near Lashio Burma,Airways Burma Of Union,6,6,0,6
1978,Qtr 3,August,26,1978-08-26,Burma,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300Xy,Papun Burma,Airways Burma,14,14,0,14
1963,Qtr 2,June,10,1963-06-10,Burma,Douglas,Douglas Dc 3Xy,Mt. Kaolokung Burma,Airways Burma Of Union,20,20,0,20
1978,Qtr 1,March,25,1978-03-25,Burma,Fokker,Fokker F 27 Friendship 200Xy,Okaraba Burma,Airways Burma,48,48,0,48
1962,Qtr 2,May,8,1962-05-08,Burma,Douglas,Douglas C 47Ub,Near Mong Pa Liao Burma,Force Air Burma Of Union - Military,32,32,0,32
1980,Qtr 1,January,24,1980-01-24,Burma,Fairchild,Fairchild Fh 227H5003,Near Mandalay Burma,Force Air Burma Of Union - Military,44,43,0,43
1931,Qtr 2,June,7,1931-06-07,Burma,Fokker,Fokker F Viibph,Near Sandoway Burma,Orient Air,4,4,0,4
1977,Qtr 3,September,8,1977-09-08,Burma,De Havilland,De Havilland Canada Dhc 6 Twin Otter 300Xy,Mt. Loi Hsam Hsao Burma,Airways Burma,19,19,0,19
1972,Qtr 4,November,4,1972-11-04,Bulgaria,Illyushin,Ilyushin Il 14Plz,Near Plovdiv Bulgaria,Airlines Bulgarian Balkan,35,35,0,35
1975,Qtr 4,November,22,1975-11-22,Bulgaria,Antonov,Antonov An 24Blz,Sofia Bulgaria,Airlines Bulgarian Balkan,48,3,0,3
1952,Qtr 4,December,6,1952-12-06,Bulgaria,Sunov,Lisunov Li 2,Near Sofia Bugaria,Tabso,18,18,0,18
1941,Qtr 4,October,28,1941-10-28,Bulgaria,Junkers,Junkers Ju 53/3Md,Near Petrich Bulgaria,Lufthansa Deutsche,13,13,0,13
1955,Qtr 3,July,27,1955-07-27,Bulgaria,Lockheed,Lockheed 049 Constellation4X Akc,Near Petrich Bulgaria,Al El,58,58,0,58
1988,Qtr 3,August,2,1988-08-02,Bulgaria,Yakovlev,Yakovlev Yak 40Lz,Sofia Bulgaria,Airlines Bulgarian Balkan,37,29,0,29
1962,Qtr 2,June,4,1962-06-04,Bulgaria,Tupolev,Tupolev Tu 104Bcccp,Sofia Bulgaria,Aeroflot,5,5,0,5
1984,Qtr 1,January,10,1984-01-10,Bulgaria,Tupolev,Tupolev Tu 134Alz,Sofia Bulgaria,Airlines Bulgarian Balkan,50,50,0,50
1971,Qtr 4,December,21,1971-12-21,Bulgaria,Illyushin,Ilyushin Il 18Blz,Sofia Bulgaria,Airlines Bulgarian Balkan,73,28,0,28
1916,Qtr 3,July,28,1916-07-28,Bulgaria,Schutte,Schutte  Lanz S,Near Jambol Bulgeria,Army German - Military,20,20,0,20
1971,Qtr 3,September,17,1971-09-17,Bulgaria,Antonov,Antonov An 14Lz,Rila Mountain Bulgaria,Airlines Bulgarian Balkan,9,9,0,9
1978,Qtr 1,March,16,1978-03-16,Bulgaria,Tupolev,Tupolev Tu 134Lz,Vrastsa Bulgaria,Airlines Bulgarian Balkan,73,73,0,73
1931,Qtr 3,July,24,1931-07-24,Bulgaria,Fokker,Fokker F Viif,Kurudjevo Bulgaria,Cidna,7,7,0,7
1968,Qtr 3,September,3,1968-09-03,Bulgaria,Illyushin,Ilyushin Il 18Lz,Near Burgas Bulgaria,Tabso Bulair,89,47,0,47
1951,Qtr 1,February,3,1951-02-03,Buea,Douglas,Douglas Dc 4F,Near Mt. Cameroon Buea,British Cameroons Air France,29,29,0,29
1923,Qtr 3,September,14,1923-09-14,Buckinghamshire,De Havilland,De Havilland Dh 34G,Near Ivinghoe Buckinghamshire,England Daimler Airways,5,5,0,5
1981,Qtr 4,December,16,1981-12-16,Brunei,Aerospatiale,Aerospatiale Puma9M Ssc,Kuala Belait Brunei,Helicopters Bristow,12,12,0,12
1947,Qtr 2,April,28,1947-04-28,British,Lockheed,Lockheed 18 Loadstarcf Tdf,Near Vancouver British,Canada          Columbia Trans Canada Air Lines,15,15,0,15
1956,Qtr 4,December,9,1956-12-09,British,Canadair,Canadair Dc 4M,Near Chilliwack British,Canada          Columbia Trans Canada Air Lines,62,62,0,62
1999,Qtr 1,January,13,1999-01-13,British,Douglas,Douglas Dc 3Cc,Mayne Island British,Canada          Columbia Kelowna Flightcraft Air Charter,2,2,0,2
1995,Qtr 3,September,27,1995-09-27,British,De Havilland,De Havilland Dash 3C,Campbell River British,Canada          Columbia Western Straits Air,10,8,0,8
1950,Qtr 4,December,22,1950-12-22,British,Douglas,Douglas Dc 3Cf,Penticton British,Canada          Columbia Canadian Pacific Air Lines,18,2,0,2
1983,Qtr 3,September,2,1983-09-02,British,Britten,Britten  Norman Bn,Near Smithers British,Canada          Columbia Central Mountain Air Services,9,9,0,9
2007,Qtr 3,July,8,2007-07-08,British,De Havilland,De Havilland Dhc 6 Twim Otter 100C,Muncho Lake British,Canada          Columbia Liard Air,5,1,0,1
1965,Qtr 3,July,8,1965-07-08,British,Douglas,Douglas Dc 6Bcf,Dog Creek British,Canada          Columbia Canadian Pacific Air Lines,52,52,0,52
1996,Qtr 3,August,18,1996-08-18,British,De Havilland,De Havilland Canada Dhc 3 Turbo Otterc,Near Alliford Bay British,Canada2Harbour Air          Columbia,3,3,0,3
1996,Qtr 3,August,14,1996-08-14,British,Douglas,Douglas Dc 4C,Near Bronson Creek British Canada,Canada          Columbia Air North,3,1,0,1
2004,Qtr 3,July,12,2004-07-12,British,Convair,Convair Cv 440N4826C,Off Beef Island British,Cargo Air Islandsdodita Virgin,2,1,0,1
1978,Qtr 1,February,11,1978-02-11,British,Boeing,Boeing B 737,Cranbrook British,Canada          Columbia Pacific Western Airlines,49,42,0,42
1946,Qtr 3,August,31,1946-08-31,British,Supermarine,Supermarine Stranraer (Flying Boat)Cf Byl,Near Prince Rupert British,Canada          Columbia Queen Charlotte Airlines,7,7,0,7
1998,Qtr 3,August,4,1998-08-04,British,De Havilland,De Havilland Dash 2 Beaverc,Kincolith British,Canada          Columbia Harbour Air Seaplanes Ltd.,5,5,0,5
1979,Qtr 3,September,30,1979-09-30,British,De Havilland,De Havilland Canada Dhc 6 Twin Otter 200C,Porpoise Bay British,Air Coast Canadawest Columbia,16,2,0,2
1996,Qtr 2,May,9,1996-05-09,British,De Havilland,De Havilland Canada Dhc 3 Otterc,Near Terrace British,Canada          Columbia Buffalo Narrows Airways,2,2,0,2
2008,Qtr 4,November,16,2008-11-16,British,Grumman,Grumman G 21A Goosec,Thormanby Island British,Canada          Columbia Pacific Coastal Airlines,8,7,0,7
1993,Qtr 1,January,14,1993-01-14,British,Douglas,Douglas C 47Ac,Near Bronson Creek British Canada,Colombia Central Mountain Air Services,2,2,0,2
2008,Qtr 3,August,3,2008-08-03,British,Grumman,Grumman G 21A Goosec,North Vancouver Island British,Canada          Colombia Pacific Coastal Airlines,7,5,0,5
1942,Qtr 4,December,20,1942-12-20,British,Lockheed,Lockheed 14 H2 Super Electracf,Near Chilliwack British,Canada          Columbia Canadian Pacific Air Lines,13,13,0,13
1913,Qtr 3,August,6,1913-08-06,British,Curtiss,Curtiss Seaplane,Victoria British,Canada          Columbia Private,1,1,0,1
1942,Qtr 1,February,20,1942-02-20,Brisbane,De Havilland,Dehavilland Dh 86Vh,Off Belmont Brisbane,Australia Qantas,9,9,0,9
1928,Qtr 2,May,7,1928-05-07,Brazil,Latecoere,Latecoere 26F Aimq,"Florianopolis Brazil
Florianopolis",Brazilflorianopolis,5,1,0,1
1958,Qtr 3,August,11,1958-08-11,Brazil,Douglas,Douglas Dc 4Pp,Near Belem Brazil	Loide,Nacional Aéreo,11,10,0,10
2011,Qtr 2,April,21,2011-04-21,Brazil,Embraer,Embraer/Piper Emb 810C Senecapt,Manaus Brazil	Amazonaves,Taxi Air,7,7,0,7
1993,Qtr 1,March,23,1993-03-23,Brazil,Embraer,Embraer Emb 110 Bandeirantepp,Near Tangara De Serra Brazil,Aereas Linhas Oeste,6,6,0,6
1942,Qtr 3,September,28,1942-09-28,Brazil,Lockheed,Lockheed 18 Loadstarpp Pbg,Near Sao Paulo Brazil,Sa Brasil Do Panair,15,15,0,15
1997,Qtr 1,February,14,1997-02-14,Brazil,Boeing,Boeing B 737,Carajas Brazil,Varig,52,1,0,1
1975,Qtr 2,June,17,1975-06-17,Brazil,Hawker,Hawker Siddeley Hs 748,Pedro Alfonso Brazil,Varig,15,1,3,4
2009,Qtr 1,February,7,2009-02-07,Brazil,De Havilland,Bandeirante Emb 110P1Pt,Manacapuru Brazil,Manaus Aerotaxi,28,24,0,24
1996,Qtr 4,October,31,1996-10-31,Brazil,Fokker,Fokker 100Pt Mrk,Sao Paolo Brazil,(Brazil) Tam,95,95,3,98
2006,Qtr 1,March,31,2006-03-31,Brazil,Let,Let L410Uvp E20Pt,Rio Bonito Brazil,Air Team,19,19,0,19
1949,Qtr 4,December,1,1949-12-01,Brazil,Douglas,Douglas Dc 3 (C,Taquaracucu Brazil,Real,22,20,0,20
1945,Qtr 1,February,15,1945-02-15,Brazil,Lockheed,Lockheed 18 Loadstarpp Nae,Lagoa Santa Brazil,Brasileira Aerea Navegacao,11,11,0,11
1950,Qtr 3,July,28,1950-07-28,Brazil,Lockheed,Lockheed 049 Constellationpp Pcg,Porte Alegre Brazil,Brasil Do Panair,50,50,0,50
1973,Qtr 2,June,1,1973-06-01,Brazil,Sud,Sud Aviation Se 210 Caravelle Vinpp,Sao Luis Brazil,Cruzeiro,23,23,0,23
2003,Qtr 2,June,11,2003-06-11,Brazil,Embraer,Embraer 820C Navajopt Ehh,Belo Horizonte Brazil,Taxi Air Astro,4,4,0,4
2002,Qtr 4,December,26,2002-12-26,Brazil,Embraer,Embraer  110 C,Curitiba Brazil,Force Air Brazilian - Military,16,3,0,3
1950,Qtr 2,May,30,1950-05-30,Brazil,Douglas,Douglas Dc 3Pp,Near Ilheus Brazil,Brasil Aerovias,15,13,0,13
1994,Qtr 4,October,14,1994-10-14,Brazil,Lockheed,Lockheed C 130Ec,Near Formoso Do Aragala Brazil,Force Air Brazilian - Military,21,21,0,21
1950,Qtr 4,December,13,1950-12-13,Brazil,Douglas,Douglas Dc 3Pp,Londrina Brazil,Vasp,31,0,3,3
1950,Qtr 4,December,14,1950-12-14,Brazil,Douglas,Douglas Dc 3Pp,Ribeirao Brazil,Vasp,20,1,1,2
1950,Qtr 3,July,30,1950-07-30,Brazil,Lockheed,Lockheed 18 Lodestarp Saa,Algrete Brazil,)Savg        Gaucha Viacao (S.A. Savg,12,12,0,12
1944,Qtr 3,September,21,1944-09-21,Brazil,Lockheed,Lockheed 18 Lodestarpp Pbh,Rio Doce Brazil,Brasil Do Panair,17,17,0,17
1972,Qtr 2,May,29,1972-05-29,Brazil,Lockheed,Lockheed 049 Constellationpp Pdg,Cruzeiro Do Sul Acre Brazil,Exportacao E Importacao Amazonese,18,9,0,9
1968,Qtr 3,July,15,1968-07-15,Brazil,Curtiss,Curtiss C 46Cpp,Gravata Brazil,Varig,3,3,0,3
2004,Qtr 2,May,14,2004-05-14,Brazil,Embraer,Embraer 120Er Brasiliapt Wro,Near Manaus Brazil,Aereas Linhas Rico,33,33,0,33
1963,Qtr 2,May,3,1963-05-03,Brazil,Convair,Convair Cv 340,Sao Paulo Brazil,Cruzeiro,50,37,0,37
1970,Qtr 1,March,14,1970-03-14,Brazil,Fairchild,Fairchild  Hiller Fh,Belem Bay Brazil,Aereos Transportes Paraense,40,38,0,38
2004,Qtr 4,December,11,2004-12-11,Brazil,Embraer,Embraer Emb 110 Bandeirantept,Uberaba Brazil,Táxi-Aéreo Nhr,2,2,1,3
1968,Qtr 4,October,20,1968-10-20,Brazil,Douglas,Douglas C 47A,Feijó Brazil,Cruzeiro,19,19,0,19
1994,Qtr 2,May,7,1994-05-07,Brazil,Embraer,Embraer 110 Bandeirantept Gjw,Sao Gabriel Brazil,Aero Taxi Rico,16,8,0,8
1972,Qtr 2,April,12,1972-04-12,Brazil,Namc,Namc Ys 11A,Near Rio De Janeiro Brazil,Vasp,25,25,0,25
1948,Qtr 3,July,14,1948-07-14,Brazil,Douglas,Douglas C 47App,Belem Brazil,Brasil Aerovias,5,5,0,5
2007,Qtr 3,July,17,2007-07-17,Brazil,Airbus,Airbus A 320,Sao Paulo Brazil,(Brazil) Tam,187,187,12,199
2001,Qtr 3,September,15,2001-09-15,Brazil,Fokker,Fokker 100Pt Mrn,Belo Horizonte Brazil,(Brazil) Tam,82,1,0,1
1947,Qtr 1,January,3,1947-01-03,Brazil,Sirkorsky,Sikorsky S 43B (Flying Boat)Pp,Sao Paulo Brazil,Brasil Do Panair,14,11,0,11
1973,Qtr 4,October,23,1973-10-23,Brazil,Namc,Namc Ys 11A,Guanabara Bay Brazil,Vasp,65,8,0,8
2000,Qtr 3,August,2,2000-08-02,Brazil,Sirkorsky,Sikorsky S 76Pt,Cubatao Brazil,Taxi Air Lider - Taxi Air,6,6,0,6
1947,Qtr 2,June,11,1947-06-11,Brazil,Avro,Avro 691 Lancastrianlv Acs,Near Natal Brazil,Argentina Mercante Aérea Flota,18,5,0,5
1973,Qtr 3,September,30,1973-09-30,Brazil,Douglas,Douglas Dc 3Apt,Miritituba Brazil,Aeronorte,9,9,0,9
2010,Qtr 1,January,25,2010-01-25,Brazil,Embraer,Embraer Emb 110C Bandeirantept,Near Senador Jose Porfírio Brazil,Aereo Taxi Piquiatuba,10,2,0,2
1948,Qtr 1,February,27,1948-02-27,Brazil,Douglas,Douglas C 472040,Near Belem Brazil,Force Air Brazilian - Military,26,23,0,23
2006,Qtr 3,September,29,2006-09-29,Brazil,Boeing,Boeing B 737,Near Sao Felix Do Araguaia  Brazil,Private / Airlines Gol,161,154,0,154
1969,Qtr 3,September,14,1969-09-14,Brazil,Douglas,Douglas Dc 3Pp,Londrina-Parana Brazil,Vasp,21,20,0,20
1943,Qtr 3,August,27,1943-08-27,Brazil,Junkers,Junkers Ju 52/3Mpp,Rio De Janeiro Brazil,Vasp,21,18,0,18
1948,Qtr 1,March,13,1948-03-13,Brazil,Douglas,Douglas Dc 3Pp,Sierra Cristais Brazil,Cruzeiro,6,6,0,6
2007,Qtr 1,March,14,2007-03-14,Brazil,Rockwell,Rockwell 500S Shrike Commanderpp Sec,Fazenda Nossa Senhora De Lourdes Brazil,Aéreo Taxi Aéreobahia Taxi Aéreobahia Taxi Bahia,4,4,0,4
1973,Qtr 2,June,9,1973-06-09,Brazil,Boeing,Boeing 707 327Cpp,Rio De Janeiro Brazil,Varig,4,2,0,2
1944,Qtr 2,June,20,1944-06-20,Brazil,Lockheed,Lockheed 10C Electrapp Vag,Porto Alegre Brazil,Varig,10,10,0,10
1946,Qtr 3,September,27,1946-09-27,Brazil,Douglas,Douglas Dc 3A,Rio Doce Brazil,Brasil Do Panair,25,25,0,25
1949,Qtr 2,June,7,1949-06-07,Brazil,Douglas,Douglas C 47Bc,Near Florianpolis Brazil,Force Air Brazilian - Military,27,27,0,27
1997,Qtr 3,July,9,1997-07-09,Brazil,Fokker,Fokker 100Pt Whk,Suzano Brazil,(Brazil) Tam,60,1,0,1
1949,Qtr 3,August,3,1949-08-03,Brazil,Douglas,Douglas Dc 3Pp,Sao Francisco Bay Brazil,Brasil Aéreas Lineas,30,5,0,5
1975,Qtr 1,February,27,1975-02-27,Brazil,Embraer,Embraer 110C Bandeirantepp Sbe,Near Sao Paulo Brazil,Vasp,15,15,0,15
1949,Qtr 3,August,2,1949-08-02,Brazil,Curtiss,Curtiss C 46D,Jaquirana Brazil,Varig,36,5,0,5
1971,Qtr 3,September,28,1971-09-28,Brazil,Douglas,Douglas Dc 3Pp,Sena Madureira Brazil,Cruzeiro,32,32,0,32
1998,Qtr 3,July,29,1998-07-29,Brazil,Embraer,Embraer 110 Bandeirantept Lgn,Manacapuru River Brazil,Aero Taxi Selva,24,5,0,5
1999,Qtr 3,September,14,1999-09-14,Brazil,Embraer,Embraer 110 Bandeirantept Odk,Belelm Brazil,Aéreo Táxi Jet Norte,2,2,0,2
1949,Qtr 1,January,5,1949-01-05,Brazil,Avro,Avro 685 York 1G Ahex,Caravelas Bay Brazil,Airways American South British,17,3,0,3
1946,Qtr 4,December,23,1946-12-23,Brazil,Avro,Avro  685 York Ilv Xig,Near Rio De Janeiro Brazil,(Argentina) Fama,21,21,0,21
1944,Qtr 3,August,30,1944-08-30,Brazil,Lockheed,Lockheed 18 Lodestarpp Pbi,Sao Paulo Brazil,Brasil Do Panair,18,18,0,18
1949,Qtr 1,January,11,1949-01-11,Brazil,Lockheed,Lockheed 18 Lodestarpp Sac,Near Pelotas Brazil,S.A. Gaucha Aerea Viacao,12,12,0,12
1999,Qtr 2,April,7,1999-04-07,Brazil,Learjet,Learjet 24Dpt Lem,Ribeirao Preto Brazil,Aéreo Táxi Manacá,5,5,0,5
2007,Qtr 3,August,22,2007-08-22,Brazil,Embraer,Embraer Emb 110P1 Bandeirantpt,Near Curitiba Brazil,Aero Taxi Two,2,2,0,2
2002,Qtr 3,August,30,2002-08-30,Brazil,Embraer,Embraer 120Er Brasiliapt Wrq,Rio Branco Brazil,Aéreo Taxi Rico,31,23,0,23
1964,Qtr 2,May,27,1964-05-27,Brazil,Douglas,Douglas C 47,Itapecerica Da Serra Brazil,Vasp,3,3,0,3
1959,Qtr 3,September,23,1959-09-23,Brazil,Saab,Saab Scandia 90A 1Pp,Sao Paulo Brazil,Vasp,20,20,0,20
1983,Qtr 4,October,7,1983-10-07,Brazil,Embraer,Embraer 110C Bandeirantepp Sbh,Aracatuba Brazil,Regional Aéreas Lineas Tam,15,7,0,7
